id,created_at,suhu,kelembapan,cahaya,kondisi
4453,2026-06-14 16:32:17.859493+00,28,79.7,2142,TERANG
4454,2026-06-14 16:37:22.787536+00,27.7,80.1,2148,TERANG
4455,2026-06-14 16:47:30.919083+00,27.6,78.9,2152,TERANG
4456,2026-06-14 16:52:31.95073+00,27.9,77.4,2175,TERANG
4457,2026-06-14 17:07:43.004354+00,27.7,77.9,3805,GELAP
4458,2026-06-14 17:12:44.599902+00,27.6,78,3802,GELAP
4459,2026-06-14 17:17:45.666328+00,27.8,77.6,3803,GELAP
4460,2026-06-14 17:22:46.255267+00,27.6,78.4,3796,GELAP
4461,2026-06-14 17:27:53.567292+00,27.6,78.9,3798,GELAP
4462,2026-06-14 17:32:54.575085+00,27.6,78.5,3800,GELAP
4463,2026-06-14 17:37:55.347966+00,27.6,78.6,3798,GELAP
4464,2026-06-14 17:42:56.007823+00,27.6,79.3,3797,GELAP
4465,2026-06-14 17:47:56.892792+00,27.6,80,3801,GELAP
4466,2026-06-14 17:52:57.458501+00,27.6,80,3798,GELAP
4467,2026-06-14 17:57:58.371235+00,27.4,80.4,3799,GELAP
4468,2026-06-14 18:02:59.307789+00,27.1,81,3800,GELAP
4469,2026-06-14 18:08:00.099955+00,27.1,81,3799,GELAP
4470,2026-06-14 18:13:01.087663+00,27.1,81,3792,GELAP
4471,2026-06-14 18:18:01.876242+00,27.1,81.1,3801,GELAP
4472,2026-06-14 18:23:02.832686+00,27.1,81.1,3797,GELAP
4473,2026-06-14 18:28:03.905554+00,27.1,81,3801,GELAP
4474,2026-06-14 18:33:04.900336+00,27.1,81,3797,GELAP
4475,2026-06-14 18:38:05.669809+00,27.1,81.6,3799,GELAP
4476,2026-06-14 18:43:06.324377+00,27.1,81.7,3802,GELAP
4477,2026-06-14 18:48:07.156865+00,27.1,82.2,3796,GELAP
4478,2026-06-14 18:53:07.929287+00,27.1,82.3,3788,GELAP
4479,2026-06-14 18:58:08.808427+00,27.1,81.7,3803,GELAP
4480,2026-06-14 19:03:09.832234+00,27.1,81,3801,GELAP
4481,2026-06-14 19:08:10.703139+00,27.1,81,3791,GELAP
4482,2026-06-14 19:18:25.574618+00,27.1,80.9,3798,GELAP
4483,2026-06-14 19:23:28.583629+00,27.1,81,3803,GELAP
4484,2026-06-14 19:28:29.513569+00,27.1,80.6,3806,GELAP
4485,2026-06-14 19:33:32.437773+00,26.9,80.9,3807,GELAP
4486,2026-06-14 19:38:33.320305+00,26.7,81,3804,GELAP
4487,2026-06-14 19:48:41.820176+00,26.7,81,3794,GELAP
4488,2026-06-14 19:53:42.793135+00,26.7,81,3801,GELAP
4489,2026-06-14 19:58:43.493647+00,26.7,80.9,3809,GELAP
4490,2026-06-14 20:03:44.370519+00,26.7,80.8,3806,GELAP
4491,2026-06-14 20:08:45.100238+00,26.7,81,3808,GELAP
4492,2026-06-14 20:13:46.111525+00,26.7,81,3806,GELAP
4493,2026-06-14 20:18:46.806027+00,26.5,81.1,3807,GELAP
4494,2026-06-14 20:23:47.480448+00,26.2,82,3806,GELAP
4495,2026-06-14 20:28:48.398157+00,26.2,82.7,3807,GELAP
4496,2026-06-14 20:33:49.338755+00,26.2,83.9,3807,GELAP
4497,2026-06-14 20:38:50.234837+00,26.2,84.9,3806,GELAP
4498,2026-06-14 20:43:51.130479+00,26.2,84.1,3795,GELAP
4499,2026-06-14 20:48:52.079876+00,26.2,83.8,3793,GELAP
4500,2026-06-14 20:53:52.718751+00,26.2,84.1,3808,GELAP
4501,2026-06-14 20:58:53.54172+00,26.2,84.8,3812,GELAP
4502,2026-06-14 21:03:54.488555+00,26.2,85,3813,GELAP
4503,2026-06-14 21:08:55.364016+00,26.2,86.1,3812,GELAP
4504,2026-06-14 21:19:01.394832+00,25.8,87.9,3808,GELAP
4505,2026-06-14 21:24:02.489739+00,25.8,88.7,3808,GELAP
4506,2026-06-14 21:29:03.360644+00,25.8,88.7,3812,GELAP
4507,2026-06-14 21:34:04.180095+00,25.8,89,3806,GELAP
4508,2026-06-14 21:39:05.003266+00,25.8,89,3782,GELAP
4509,2026-06-14 21:44:08.105866+00,25.8,89,3809,GELAP
4510,2026-06-14 21:49:11.023215+00,25.8,89.9,3813,GELAP
4511,2026-06-14 21:54:20.969136+00,25.8,90.5,3816,GELAP
4512,2026-06-14 21:59:21.858261+00,25.8,91.9,3815,GELAP
4513,2026-06-14 22:04:28.808685+00,25.8,91.1,3810,GELAP
4514,2026-06-14 22:09:29.648333+00,25.8,91.6,3812,GELAP
4515,2026-06-14 22:14:30.816801+00,25.5,91.6,3799,GELAP
4516,2026-06-14 22:19:31.612685+00,25.3,92.1,3806,GELAP
4517,2026-06-14 22:39:56.317845+00,25.3,93,3137,GELAP
4518,2026-06-14 22:44:57.464846+00,25.5,92.2,2799,GELAP
4519,2026-06-14 22:49:58.49605+00,25.5,92.2,2481,GELAP
4520,2026-06-14 22:54:59.406161+00,25.8,92.1,2216,TERANG
4521,2026-06-14 23:00:00.067671+00,25.8,91.2,1939,TERANG
4522,2026-06-14 23:10:08.233401+00,25.9,90,1413,TERANG
4523,2026-06-14 23:15:09.459409+00,26.2,89.2,1200,TERANG
4524,2026-06-14 23:20:10.446282+00,26.2,88.5,1054,TERANG
4525,2026-06-14 23:30:14.59451+00,26.6,86.1,856,TERANG
4526,2026-06-14 23:35:17.699259+00,26.7,86,786,TERANG
4527,2026-06-14 23:40:18.650079+00,26.7,87.1,726,TERANG
4528,2026-06-14 23:45:19.578865+00,26.7,87.8,714,TERANG
4529,2026-06-14 23:50:20.406182+00,26.4,88.6,694,TERANG
4530,2026-06-14 23:55:21.760399+00,26.4,89,669,TERANG
4531,2026-06-15 00:05:25.762362+00,26.7,87.6,673,TERANG
4532,2026-06-15 00:10:26.776042+00,26.7,87.7,638,TERANG
4533,2026-06-15 00:15:27.768009+00,26.7,87.2,592,TERANG
4534,2026-06-15 00:20:28.678776+00,27,85.5,575,TERANG
4535,2026-06-15 00:25:29.689815+00,27.1,85,602,TERANG
4536,2026-06-15 00:30:30.420472+00,27.1,85,570,TERANG
4537,2026-06-15 00:40:34.401228+00,27.1,84.1,509,TERANG
4538,2026-06-15 00:45:35.488844+00,27.2,83.5,532,TERANG
4539,2026-06-15 00:50:36.612438+00,27.1,84,533,TERANG
4540,2026-06-15 01:00:42.551123+00,27.6,83.4,561,TERANG
4541,2026-06-15 01:05:43.411981+00,27.6,83.2,544,TERANG
4542,2026-06-15 01:15:47.486914+00,28,79.7,512,TERANG
4543,2026-06-15 01:20:49.594832+00,28,79,513,TERANG
4544,2026-06-15 01:25:50.579254+00,28.5,77,510,TERANG
4545,2026-06-15 01:30:51.382234+00,28.5,75.7,505,TERANG
4546,2026-06-15 01:35:52.375956+00,28.9,72.9,501,TERANG
4547,2026-06-15 01:40:53.063604+00,29,72,492,TERANG
4548,2026-06-15 01:45:53.909703+00,29.3,72,497,TERANG
4549,2026-06-15 01:50:54.621084+00,29.3,72,488,TERANG
4550,2026-06-15 01:55:55.567147+00,29.3,72,482,TERANG
4551,2026-06-15 02:00:56.575216+00,29.3,71.1,472,TERANG
4552,2026-06-15 02:05:57.441368+00,29.8,71,467,TERANG
4553,2026-06-15 02:10:58.166764+00,29.8,71.3,463,TERANG
4554,2026-06-15 02:15:59.184236+00,29.8,71,462,TERANG
4555,2026-06-15 02:20:59.704576+00,30.1,69.8,454,TERANG
4556,2026-06-15 02:26:00.558812+00,30.2,69.7,443,TERANG
4557,2026-06-15 02:31:01.304853+00,30.3,68.2,439,TERANG
4558,2026-06-15 02:36:02.305831+00,30.8,66.7,428,TERANG
4559,2026-06-15 02:41:02.98171+00,31.3,60,433,TERANG
4560,2026-06-15 02:46:03.742289+00,31.3,57.5,434,TERANG
4561,2026-06-15 02:51:04.516081+00,31.3,56.6,428,TERANG
4562,2026-06-15 02:56:05.375301+00,31.4,56.7,423,TERANG
4563,2026-06-15 03:01:06.684667+00,31.6,57.9,424,TERANG
4564,2026-06-15 03:11:12.568227+00,31.8,56.4,418,TERANG
4565,2026-06-15 03:16:13.532206+00,32.1,55.6,411,TERANG
4566,2026-06-15 03:21:17.759654+00,32.3,55.5,404,TERANG
4567,2026-06-15 03:26:25.930814+00,32.3,56,395,TERANG
4568,2026-06-15 03:31:26.499108+00,32.5,55.2,373,TERANG
4569,2026-06-15 03:36:27.353132+00,32.5,55.4,351,TERANG
4570,2026-06-15 03:41:28.302042+00,32.8,54.2,352,TERANG
4571,2026-06-15 04:06:51.905746+00,33.3,50.9,324,TERANG
4572,2026-06-15 04:11:53.090019+00,33.7,50.1,337,TERANG
4573,2026-06-15 04:22:04.394015+00,33.7,48.4,341,TERANG
4574,2026-06-15 04:27:05.615967+00,33.9,48.9,340,TERANG
4575,2026-06-15 04:32:06.858232+00,33.8,48.9,345,TERANG
4576,2026-06-15 04:37:07.721731+00,33.7,49.5,355,TERANG
4577,2026-06-15 04:42:12.24438+00,33.6,49.8,347,TERANG
4578,2026-06-15 04:47:13.305816+00,33.8,48.1,331,TERANG
4579,2026-06-15 04:52:14.154775+00,33.9,47.7,349,TERANG
4580,2026-06-15 04:57:15.130584+00,33.6,48.1,350,TERANG
4581,2026-06-15 05:02:16.50746+00,33.5,48.7,343,TERANG
4582,2026-06-15 05:07:17.258576+00,33.8,47.4,339,TERANG
4583,2026-06-15 05:12:18.196501+00,34,47.3,336,TERANG
4584,2026-06-15 05:17:19.18379+00,34.1,46.9,328,TERANG
4585,2026-06-15 05:22:19.796775+00,34.2,46.5,323,TERANG
4586,2026-06-15 05:27:20.783998+00,34.7,46.3,317,TERANG
4587,2026-06-15 05:32:21.432762+00,34.4,46.5,306,TERANG
4588,2026-06-15 05:37:22.405925+00,34.3,46.8,303,TERANG
4589,2026-06-15 05:42:23.086136+00,34.7,45.7,298,TERANG
4590,2026-06-15 05:47:23.912726+00,34.9,44.7,296,TERANG
4591,2026-06-15 05:52:24.892464+00,35.3,43.8,294,TERANG
4592,2026-06-15 05:57:26.420066+00,35.3,43.2,282,TERANG
4593,2026-06-15 06:02:29.180356+00,35.3,43.3,281,TERANG
4594,2026-06-15 06:07:30.229019+00,35.6,42.4,261,TERANG
4595,2026-06-15 06:12:32.037449+00,35.8,42.3,257,TERANG
4596,2026-06-15 06:17:33.854229+00,36.1,41.7,262,TERANG
4597,2026-06-15 06:22:34.725378+00,36.2,41.8,260,TERANG
4598,2026-06-15 06:27:35.773691+00,36.5,41.2,256,TERANG
4599,2026-06-15 06:32:36.955785+00,36.3,41.4,265,TERANG
4600,2026-06-15 06:37:37.791762+00,36,41.8,264,TERANG
4601,2026-06-15 06:42:38.841465+00,35.9,42.1,260,TERANG
4602,2026-06-15 06:47:39.57628+00,36.2,41.5,262,TERANG
4603,2026-06-15 06:52:40.269961+00,36.4,41.2,256,TERANG
4604,2026-06-15 06:57:41.299738+00,36.3,40.6,263,TERANG
4605,2026-06-15 07:02:42.375344+00,36.7,40.5,266,TERANG
4606,2026-06-15 07:07:43.278827+00,36.7,40.2,265,TERANG
4607,2026-06-15 07:12:44.347007+00,37.1,40.2,258,TERANG
4608,2026-06-15 07:17:45.397916+00,37.4,39.6,251,TERANG
4609,2026-06-15 07:22:46.354409+00,37.1,39.7,206,TERANG
4610,2026-06-15 07:27:47.449139+00,37,39.5,181,TERANG
4611,2026-06-15 07:32:48.525526+00,37.1,39.9,189,TERANG
4612,2026-06-15 07:37:49.431731+00,36.6,40,213,TERANG
4613,2026-06-15 07:42:50.149061+00,36.2,39.7,183,TERANG
4614,2026-06-15 07:47:51.162701+00,36.4,39.5,199,TERANG
4615,2026-06-15 07:52:52.061265+00,36.4,39.2,232,TERANG
4616,2026-06-15 07:57:52.987403+00,35.7,39.8,244,TERANG
4617,2026-06-15 08:02:53.889029+00,35.4,39.8,245,TERANG
4618,2026-06-15 08:07:54.908519+00,35.2,40,222,TERANG
4619,2026-06-15 08:12:55.899708+00,35.1,40.1,258,TERANG
4620,2026-06-15 08:17:56.641274+00,34.8,40.7,270,TERANG
4621,2026-06-15 08:22:57.351437+00,35,40.9,276,TERANG
4622,2026-06-15 08:27:58.206618+00,34.7,41.4,280,TERANG
4623,2026-06-15 08:32:59.336052+00,34.6,42,295,TERANG
4624,2026-06-15 08:38:00.191873+00,34.7,42.1,303,TERANG
4625,2026-06-15 08:43:01.392576+00,34.7,41.4,312,TERANG
4626,2026-06-15 08:48:02.187476+00,34.6,41.7,326,TERANG
4627,2026-06-15 08:53:03.071704+00,34.2,42.3,337,TERANG
4628,2026-06-15 08:58:03.989302+00,34.2,42.1,345,TERANG
4629,2026-06-15 09:03:05.085424+00,34.1,42,370,TERANG
4630,2026-06-15 09:08:05.762986+00,33.9,42.7,387,TERANG
4631,2026-06-15 09:13:06.591116+00,33.8,43.2,396,TERANG
4632,2026-06-15 09:18:07.558961+00,33.7,43.4,403,TERANG
4633,2026-06-15 09:23:08.657046+00,33.4,44.6,478,TERANG
4634,2026-06-15 09:28:09.512024+00,33.3,46,732,TERANG
4635,2026-06-15 09:33:10.689356+00,33,47.1,874,TERANG
4636,2026-06-15 09:38:14.491211+00,32.8,48.8,1024,TERANG
4637,2026-06-15 09:43:15.31464+00,32.8,47.3,1220,TERANG
4638,2026-06-15 09:48:16.209562+00,32.8,46.4,1327,TERANG
4639,2026-06-15 09:53:17.214261+00,32.6,52.8,1357,TERANG
4640,2026-06-15 09:58:18.090638+00,32.1,59.9,1367,TERANG
4641,2026-06-15 10:03:20.123275+00,31.8,64.9,1453,TERANG
4642,2026-06-15 10:08:21.0256+00,31.4,67,1249,TERANG
4643,2026-06-15 10:13:22.18159+00,31.2,69.2,1230,TERANG
4644,2026-06-15 10:18:23.223385+00,31,70.1,1324,TERANG
4645,2026-06-15 10:23:24.541531+00,30.9,70.3,1372,TERANG
4646,2026-06-15 10:28:27.846624+00,30.8,70.9,1551,TERANG
4647,2026-06-15 10:33:28.987638+00,30.6,71,1744,TERANG
4648,2026-06-15 10:38:32.361708+00,30.7,71,1887,TERANG
4649,2026-06-15 10:43:33.295632+00,30.3,71,1988,TERANG
4650,2026-06-15 10:48:34.269125+00,30.2,71.4,2037,TERANG
4651,2026-06-15 10:53:35.278494+00,30.2,72.3,2059,TERANG
4652,2026-06-15 10:58:35.945505+00,30,73.8,2063,TERANG
4653,2026-06-15 11:03:36.848228+00,29.8,75,2066,TERANG
4654,2026-06-15 11:08:38.51032+00,29.8,75.9,2067,TERANG
4655,2026-06-15 11:13:39.552903+00,29.7,75.9,2060,TERANG
4656,2026-06-15 11:18:40.520743+00,29.8,75.9,2070,TERANG
4657,2026-06-15 11:23:41.113009+00,29.3,76.1,2072,TERANG
4658,2026-06-15 11:28:42.012027+00,29.4,76,2076,TERANG
4659,2026-06-15 11:33:42.766483+00,29.3,76.2,2077,TERANG
4660,2026-06-15 11:38:43.646301+00,29.3,76.8,2067,TERANG
4661,2026-06-15 11:43:44.623308+00,29.2,77.7,2072,TERANG
4662,2026-06-15 11:48:45.507904+00,29.3,77,2081,TERANG
4663,2026-06-15 11:53:46.537238+00,29.2,77.3,2081,TERANG
4664,2026-06-15 11:58:47.39156+00,28.9,78.4,2081,TERANG
4665,2026-06-15 12:03:48.744207+00,28.9,78.7,2083,TERANG
4666,2026-06-15 12:08:49.532611+00,28.9,78.2,2081,TERANG
4667,2026-06-15 12:13:50.464326+00,29,78.7,2089,TERANG
4668,2026-06-15 12:18:51.370391+00,28.9,79.1,2091,TERANG
4669,2026-06-15 12:23:52.479401+00,28.9,79.2,2088,TERANG
4670,2026-06-15 12:28:53.68401+00,28.8,79.9,2090,TERANG
4671,2026-06-15 12:33:56.158181+00,28.8,80,2078,TERANG
4672,2026-06-15 12:38:57.615805+00,28.5,80,2091,TERANG
4673,2026-06-15 12:44:00.177341+00,28.8,80,2093,TERANG
4674,2026-06-15 12:49:01.08764+00,28.7,80,2098,TERANG
4675,2026-06-15 12:54:02.37256+00,28.5,80,2094,TERANG
4676,2026-06-15 12:59:03.756052+00,28.5,80,2098,TERANG
4677,2026-06-15 13:04:06.795729+00,28.6,79.8,2091,TERANG
4678,2026-06-15 13:09:07.684286+00,28.5,79.6,2098,TERANG
4679,2026-06-15 13:14:16.690146+00,28.5,80,2101,TERANG
4680,2026-06-15 13:19:18.582531+00,28.5,79.9,2101,TERANG
4681,2026-06-15 13:29:25.010743+00,28.5,79.3,2110,TERANG
4682,2026-06-15 13:34:26.113723+00,28.5,79.8,2105,TERANG
4683,2026-06-15 13:39:27.063478+00,28.4,79.4,2108,TERANG
4684,2026-06-15 13:44:27.801124+00,28.5,79,2109,TERANG
4685,2026-06-15 13:49:28.735138+00,28.5,79.5,2106,TERANG
4686,2026-06-15 13:54:29.734349+00,28.5,79.5,2106,TERANG
4687,2026-06-15 13:59:30.509712+00,28.5,79.2,2109,TERANG
4688,2026-06-15 14:04:31.918711+00,28.5,79.6,2114,TERANG
4689,2026-06-15 14:09:32.771371+00,28.5,79,2116,TERANG
4690,2026-06-15 14:14:33.873809+00,28.4,79.3,2114,TERANG
4691,2026-06-15 14:19:35.979764+00,28,79.9,2120,TERANG
4692,2026-06-15 14:24:36.997342+00,28,80,2121,TERANG
4693,2026-06-15 14:29:38.013965+00,28,80,2118,TERANG
4694,2026-06-15 14:34:38.978064+00,28,80,2117,TERANG
4695,2026-06-15 14:39:39.788999+00,28,80,2118,TERANG
4696,2026-06-15 14:44:40.883781+00,28,80,2108,TERANG
4697,2026-06-15 14:49:42.013968+00,28,80.8,2119,TERANG
4698,2026-06-15 14:54:43.014515+00,27.9,81.6,2121,TERANG
4699,2026-06-15 14:59:43.980452+00,27.9,81.8,2120,TERANG
4700,2026-06-15 15:04:44.9463+00,27.6,83.6,2123,TERANG
4701,2026-06-15 15:09:45.743204+00,27.6,84,2123,TERANG
4702,2026-06-15 15:14:46.807432+00,27.6,84.7,2126,TERANG
4703,2026-06-15 15:19:47.881481+00,27.6,85,2127,TERANG
4704,2026-06-15 15:24:53.156551+00,27.6,84.8,2124,TERANG
4705,2026-06-15 15:29:54.417001+00,27.6,85,2128,TERANG
4706,2026-06-15 15:34:55.495438+00,27.6,85.9,2130,TERANG
4707,2026-06-15 15:39:56.280335+00,27.6,85.5,2134,TERANG
4708,2026-06-15 15:44:58.048716+00,27.6,86,2131,TERANG
4709,2026-06-15 15:49:58.927441+00,27.6,85.5,2129,TERANG
4710,2026-06-15 15:54:59.998693+00,27.6,85.6,2122,TERANG
4711,2026-06-15 16:00:01.000606+00,27.4,85.9,2122,TERANG
4712,2026-06-15 16:05:01.992652+00,27.1,87.2,2127,TERANG
4713,2026-06-15 16:10:02.843654+00,27.1,86.7,2125,TERANG
4714,2026-06-15 16:15:04.002639+00,27.1,87.8,2121,TERANG
4715,2026-06-15 16:20:04.697662+00,27.1,87.6,2126,TERANG
4716,2026-06-15 16:25:05.833228+00,27.1,87.7,2132,TERANG
4717,2026-06-15 16:30:06.879341+00,27.1,87.8,2122,TERANG
4718,2026-06-15 16:35:08.006669+00,27.5,85.7,2133,TERANG
4719,2026-06-15 16:40:09.567092+00,27.4,85.3,2134,TERANG
4720,2026-06-15 16:45:10.74551+00,27.2,86.2,2132,TERANG
4721,2026-06-15 16:50:11.789577+00,27.4,85.7,2129,TERANG
4722,2026-06-15 16:55:12.753076+00,27.6,85.5,2135,TERANG
4723,2026-06-15 17:00:13.687747+00,27.6,85,2129,TERANG
4724,2026-06-15 17:05:14.986534+00,27.6,85,2141,TERANG
4725,2026-06-15 17:10:15.934529+00,27.3,85,2139,TERANG
4726,2026-06-15 17:15:17.0967+00,27.3,84.8,2139,TERANG
4727,2026-06-15 17:20:17.899678+00,27.6,84,2138,TERANG
4728,2026-06-15 17:25:18.823646+00,27.6,83.2,2130,TERANG
4729,2026-06-15 17:30:19.898957+00,27.6,82.3,2143,TERANG
4730,2026-06-15 17:35:20.84825+00,27.4,82.9,2128,TERANG
4731,2026-06-15 17:40:21.920374+00,27.3,83.9,2144,TERANG
4732,2026-06-15 17:45:23.050254+00,27.1,84.8,2142,TERANG
4733,2026-06-15 17:50:24.25683+00,27.1,85,2143,TERANG
4734,2026-06-15 17:55:25.247355+00,27.1,85,2145,TERANG
4735,2026-06-15 18:00:25.977399+00,27.1,85,2144,TERANG
4736,2026-06-15 18:05:26.931389+00,27.1,85.1,2147,TERANG
4737,2026-06-15 18:10:27.655011+00,26.7,86.2,2143,TERANG
4738,2026-06-15 18:15:28.514229+00,26.7,85.8,2147,TERANG
4739,2026-06-15 18:20:29.492031+00,26.7,87.3,2144,TERANG
4740,2026-06-15 18:25:30.411433+00,26.4,89,2141,TERANG
4741,2026-06-15 18:30:31.191468+00,26.6,89,2143,TERANG
4742,2026-06-15 18:35:32.124889+00,26.7,88.6,2146,TERANG
4743,2026-06-15 18:40:32.900055+00,26.5,88.9,2144,TERANG
4744,2026-06-15 18:45:33.892961+00,26.2,89,2146,TERANG
4745,2026-06-15 18:50:34.731539+00,26.2,89.1,2138,TERANG
4746,2026-06-15 18:55:35.704604+00,26.2,89.5,2149,TERANG
4747,2026-06-15 19:00:36.478565+00,26.2,90.7,2149,TERANG
4748,2026-06-15 19:05:37.336222+00,26.2,91.3,2152,TERANG
4749,2026-06-15 19:10:38.353903+00,25.9,92.2,2150,TERANG
4750,2026-06-15 19:15:39.295457+00,25.8,93,2152,TERANG
4751,2026-06-15 19:20:40.024805+00,25.8,93,2152,TERANG
4752,2026-06-15 19:25:40.997955+00,25.8,92.6,2151,TERANG
4753,2026-06-15 19:30:41.730258+00,25.8,93,2152,TERANG
4754,2026-06-15 19:35:42.539833+00,25.8,93.7,2156,TERANG
4755,2026-06-15 19:40:43.299282+00,25.6,94,2153,TERANG
4756,2026-06-15 19:45:44.100184+00,25.6,93.6,2150,TERANG
4757,2026-06-15 19:50:45.07376+00,25.3,94,2154,TERANG
4758,2026-06-15 19:55:45.997598+00,25.3,94,2154,TERANG
4759,2026-06-15 20:00:46.819052+00,25.3,94,2147,TERANG
4760,2026-06-15 20:05:47.749564+00,25.3,94,2154,TERANG
4761,2026-06-15 20:10:48.51962+00,25.3,93.8,2154,TERANG
4762,2026-06-15 20:15:49.395872+00,25.4,93.5,2155,TERANG
4763,2026-06-15 20:20:50.260708+00,25.3,93.9,2159,TERANG
4764,2026-06-15 20:25:51.116823+00,25.3,93.6,2158,TERANG
4765,2026-06-15 20:30:51.879909+00,25.3,93.6,2160,TERANG
4766,2026-06-15 20:35:52.722971+00,25.3,94,2157,TERANG
4767,2026-06-15 20:40:53.731375+00,25.3,93.2,2157,TERANG
4768,2026-06-15 20:45:54.2926+00,25.3,93,2155,TERANG
4769,2026-06-15 20:50:54.901174+00,25.3,93,2159,TERANG
4770,2026-06-15 20:55:55.63786+00,25.3,93.4,2148,TERANG
4771,2026-06-15 21:00:56.785433+00,25.3,93.2,2160,TERANG
4772,2026-06-15 21:05:57.72342+00,25.3,93,2159,TERANG
4773,2026-06-15 21:16:13.232637+00,24.8,93.2,2161,TERANG
4774,2026-06-15 21:21:14.238365+00,24.8,93,2157,TERANG
4775,2026-06-15 21:26:15.17905+00,24.8,93,2159,TERANG
4776,2026-06-15 21:31:15.843786+00,24.8,93,2161,TERANG
4777,2026-06-15 21:36:16.633074+00,24.9,93,2160,TERANG
4778,2026-06-15 21:41:17.609633+00,24.9,92.2,2162,TERANG
4779,2026-06-15 21:46:27.5342+00,24.9,92,2162,TERANG
4780,2026-06-15 21:51:28.826409+00,24.8,91.4,2163,TERANG
4781,2026-06-15 21:56:29.493147+00,24.8,90,2163,TERANG
4782,2026-06-15 22:01:30.57466+00,24.8,88.8,2163,TERANG
4783,2026-06-15 22:06:31.705961+00,24.8,86.6,2161,TERANG
4784,2026-06-15 22:11:32.314197+00,24.8,86.6,2160,TERANG
4785,2026-06-15 22:16:35.368832+00,24.8,87.3,2162,TERANG
4786,2026-06-15 22:21:36.228545+00,24.8,87.8,2158,TERANG
4787,2026-06-15 22:26:37.554532+00,24.8,88,2158,TERANG
4788,2026-06-15 22:31:38.479524+00,24.6,88.3,2152,TERANG
4789,2026-06-15 22:36:39.363038+00,24.5,88.9,2118,TERANG
4790,2026-06-15 22:41:40.26922+00,24.7,89,2037,TERANG
4791,2026-06-15 22:46:41.137649+00,24.6,89.6,1876,TERANG
4792,2026-06-15 22:51:41.930146+00,24.5,90.1,1686,TERANG
4793,2026-06-15 22:56:42.665114+00,24.5,91.5,1477,TERANG
4794,2026-06-15 23:01:43.386076+00,24.5,91.1,1315,TERANG
4795,2026-06-15 23:06:44.167042+00,24.5,91.6,1300,TERANG
4796,2026-06-15 23:11:44.889134+00,24.5,92,1186,TERANG
4797,2026-06-15 23:16:46.186839+00,24.5,92,1083,TERANG
4798,2026-06-15 23:21:47.125367+00,24.5,91.2,1001,TERANG
4799,2026-06-15 23:26:47.925788+00,24.8,90.1,935,TERANG
4800,2026-06-15 23:31:48.697605+00,24.9,89,883,TERANG
4801,2026-06-15 23:36:49.473818+00,25.3,88,844,TERANG
4802,2026-06-15 23:46:55.576763+00,25.4,84.5,782,TERANG
4803,2026-06-15 23:51:56.26486+00,25.4,84.5,750,TERANG
4804,2026-06-15 23:56:57.285441+00,25.3,83.4,722,TERANG
4805,2026-06-16 00:01:58.241689+00,25.4,81.7,705,TERANG
4806,2026-06-16 00:07:00.504252+00,25.8,80.1,687,TERANG
4807,2026-06-16 00:12:01.862554+00,26.1,77.2,663,TERANG
4808,2026-06-16 00:17:07.334042+00,26.1,75.8,644,TERANG
4809,2026-06-16 00:22:08.207353+00,26.5,73.8,627,TERANG
4810,2026-06-16 00:27:11.251639+00,26.7,72.3,618,TERANG
4811,2026-06-16 00:32:12.1739+00,27,71.6,626,TERANG
4812,2026-06-16 00:37:13.129027+00,27.1,70.8,613,TERANG
4813,2026-06-16 00:42:14.055132+00,27.1,70,607,TERANG
4814,2026-06-16 00:47:15.17396+00,27.1,70,602,TERANG
4815,2026-06-16 00:52:17.9229+00,27.6,69.8,603,TERANG
4816,2026-06-16 00:57:18.92534+00,27.6,69.9,598,TERANG
4817,2026-06-16 01:02:19.935153+00,27.6,69.7,592,TERANG
4818,2026-06-16 01:07:21.104418+00,27.9,68.6,593,TERANG
4819,2026-06-16 01:12:22.176334+00,28,68.1,580,TERANG
4820,2026-06-16 01:17:23.256311+00,28,67.6,576,TERANG
4821,2026-06-16 01:22:24.041381+00,28.1,67.3,568,TERANG
4822,2026-06-16 01:27:24.956559+00,28.5,66.7,550,TERANG
4823,2026-06-16 01:32:25.950361+00,28.5,65.8,547,TERANG
4824,2026-06-16 01:37:26.853218+00,28.5,64.3,537,TERANG
4825,2026-06-16 01:42:27.555172+00,28.8,64,536,TERANG
4826,2026-06-16 01:47:28.453075+00,28.9,62.7,533,TERANG
4827,2026-06-16 01:52:29.263179+00,29,62.4,534,TERANG
4828,2026-06-16 01:57:30.234979+00,29.2,62,531,TERANG
4829,2026-06-16 02:02:31.452777+00,29.3,61.3,527,TERANG
4830,2026-06-16 02:07:32.350534+00,29.5,60.6,525,TERANG
4831,2026-06-16 02:12:33.347131+00,29.8,59.9,522,TERANG
4832,2026-06-16 02:17:34.950483+00,29.8,59.2,515,TERANG
4833,2026-06-16 02:22:35.9041+00,29.9,57.7,515,TERANG
4834,2026-06-16 02:27:36.598216+00,29.9,57.6,509,TERANG
4835,2026-06-16 02:32:37.183618+00,30.2,56.6,506,TERANG
4836,2026-06-16 02:37:38.209968+00,30.7,54.4,513,TERANG
4837,2026-06-16 02:42:39.526992+00,30.6,54.4,516,TERANG
4838,2026-06-16 02:47:40.252239+00,30.8,54.1,507,TERANG
4839,2026-06-16 02:52:41.09704+00,31,53.1,501,TERANG
4840,2026-06-16 02:57:42.091343+00,31.1,52.6,492,TERANG
